condition_concept_id,concept_name
438269,"Closed fracture of fifth cervical vertebra"
77373,"Congenital deformity of hip joint"
381384,"Congenital absence of external ear"
433844,"Chondrocalcinosis due to pyrophosphate crystals, of the pelvic region and thigh"
432525,"Thyroid agent adverse reaction"
135852,"Teething syndrome"
440080,"Narcissistic personality disorder"
78987,"Secondary malignant neoplasm of urinary system"
201957,"Necrotizing enterocolitis in fetus OR newborn"
441060,"Lymphoid hyperplasia of appendix"
80175,"Arthropathy associated with mycoses, of the shoulder region"
200566,"Injury of multiple sites in colon AND/OR rectum with open wound into abdominal cavity"
375393,"Laceration of skin of eyelid AND periocular area"
381007,"Impairment level: better eye: profound impairment: lesser eye: not further specified"
377383,"Auditory/vestibular test abnormal"
134879,"Mycosis fungoides of intrathoracic lymph nodes"
200252,"Injury of tail of pancreas with open wound into abdominal cavity"
438477,"Atrophy of testis"
78514,"Pathological dislocation of hand"
253977,"Overlapping malignant neoplasm of accessory sinuses"
437176,"Late effect of accidental fall"
438961,"Herpes zoster iridocyclitis"
4094863,"Malignant tumor of Meckel's diverticulum"
380719,"Impairment level: one eye: moderate impairment: other eye: normal vision"
432688,"Old laceration or scarring of vulva"
439776,"Autism spectrum disorder"
4216894,"Precipitous drop in hematocrit"
372550,"Chlamydial conjunctivitis"
73923,"Contusion of upper arm"
432287,"Hyperimmunoglobulin M syndrome"
195583,"Chronic gastric ulcer without hemorrhage AND without perforation but with obstruction"
40486896,"Primary malignant neoplasm of extrahepatic bile duct"
321107,"Congenital insufficiency of aortic valve"
434292,"Primary malignant neoplasm of lesser curvature of stomach"
195749,"Echinococcosis of liver"
138601,"Open wound of face with complication"
73349,"Injury of rectum without open wound into abdominal cavity"
438277,"Closed traumatic dislocation of third cervical vertebra"
75090,"Open fracture of three ribs"
439014,Panuveitis
437413,"Subarachnoid hemorrhage following injury without open intracranial wound AND with prolonged loss of consciousness (more than 24 hours) AND without return to pre-existing conscious level"
377873,"Lid lag"
441565,"Disorder of optic chiasm associated with vascular disorder"
439278,"Convergence insufficiency"
192291,"Carcinoma in situ of intestinal tract"
141831,"DiGeorge sequence"
4331317,"Brain injury without open intracranial wound AND with brief loss of consciousness"
196158,"Disorder of penis"
433527,Endometriosis
440998,"Peripheral chorioretinal scars"
377546,"Chronic post-traumatic headache"
196048,"Primary malignant neoplasm of vagina"
381027,"Accommodative esotropia"
439940,"Closed fracture of upper end of forearm"
80797,"Chondrocalcinosis due to dicalcium phosphate crystals, of the hand"
432743,"Open fracture of base of skull with subarachnoid, subdural AND/OR extradural hemorrhage"
436904,"Herpes simplex eyelid dermatitis"
442412,"Deep full thickness burn of chin, with loss of body part"
4177112,"Malignant tumor of trachea"
4114604,"Traumatic arthropathy-knee"
4013167,"Closed spinal fracture with complete cervical cord lesion, C5-7"
74496,"Open fracture of six ribs"
374359,"Exophthalmic ophthalmoplegia"
77701,"Closed fracture of six ribs"
73614,"Closed fracture of seven ribs"
134780,"Closed traumatic dislocation of metatarsal joint"
4043387,"Drug-induced acute dystonia"
443372,"Lipid-lowering drug adverse reaction"
380714,"Minor opacity of cornea"
201954,"Congenital penoscrotal transposition"
73849,"Acquired lordosis"
192369,"Old laceration of cervix"
77955,"Articular cartilage disorder of shoulder region"
37016882,"Dissection of thoracoabdominal aorta"
375807,"Degenerative disorder of eye"
197599,"Intravaginal torsion of spermatic cord"
76545,"Closed traumatic dislocation of patellofemoral joint"
440092,"Non-24 hour sleep-wake cycle"
436079,"Drug-induced mood disorder"
440547,"Closed fracture of shaft of metacarpal bone"
77178,"Contusion of multiple sites of upper limb"
28461,"Hypertrophy of salivary gland"
81939,"Recurrent dislocation of joint"
379187,"Open wound of ear drum with complication"
438329,"Late effect of motor vehicle accident"
441219,"Mixed malaria"
260315,"Tuberculosis of lung with cavitation"
254266,"Tuberculous pneumonia"
192298,Hypersplenism
434742,"Congenital abnormality of skull and face bones"
442636,"Incomplete testicular feminization syndrome"
381281,"Degenerative progressive high myopia"
436588,"Traumatic wound dehiscence"
377289,"Impairment level: moderate impairment of both eyes"
133697,"Roseola infantum"
72403,"Hemarthrosis of the ankle and/or foot"
200148,"Seminal vesiculitis"
434165,"Abnormal cervical smear"
436637,"Free-living ameba infection"
4103426,"Nondependent mixed drug abuse in remission"
443455,"Compartment syndrome of abdomen due to trauma"
317299,"Disorder of vitreous body"
434010,"Schizotypal personality disorder"
440691,"Paranoid personality disorder"
433694,"Disease due to Retroviridae"
381847,"Blind spot scotoma"
133420,"Primary malignant neoplasm of endocrine gland"
439669,"Gonococcal anal infection"
440068,"Psychosexual dysfunction"
436033,Syphilis
442023,"Poisoning of undetermined intent"
378165,Nystagmus
74448,"Articular cartilage disorder of the pelvic region and thigh"
4038843,"Hodgkin's disease, mixed cellularity"
436134,"Disorder of sclera"
435163,"Parasympathomimetic adverse reaction"
201214,"Toxic shock syndrome"
194288,"Chlamydial infection of anus and rectum"
76777,"Arthropathy associated with infection"
135934,"Abdominal rigidity of periumbilical region"
374355,"Peripheral degeneration of cornea"
194693,"Postprocedural pelvic peritoneal adhesions"
377869,"Conjunctival deposit"
433706,"Yaws gummata and ulcers"
198899,"Open wound of trunk with complication"
440283,"Toxic effect of cadmium AND/OR its compounds"
4150614,"Communication disorder"
77707,"Sprain of deltoid ligament of ankle"
381583,"Acquired deformity of pinna"
434900,"Drug-induced psychosis"
373185,"Drug-induced dyskinesia"
374042,"Interstitial and deep keratitis"
197319,"Nephrotic syndrome with proliferative glomerulonephritis"
40482461,"Cholesterin granuloma of middle ear and mastoid"
381034,"Visual deprivation nystagmus"
4100524,"Nondependent hypnotic or anxiolytic abuse, continuous"
434920,Hypochondriasis
377278,"Impairment level: better eye: moderate impairment: lesser eye: total impairment"
77953,"Crystal arthropathy of hip"
200677,Hyperestrogenism
432631,"Metastatic disseminated retinitis AND retinochoroiditis"
437122,"Open fracture of lower end of forearm"
381584,"Atrophic flaccid tympanic membrane"
441133,"Closed fracture of vault of skull without intracranial injury"
443721,"Sickle cell-hemoglobin C disease with crisis"
4016958,"Concussion with 1-24 hours loss of consciousness"
439194,"Subdural hemorrhage following injury with open intracranial wound AND loss of consciousness"
435522,"Hypervitaminosis D"
377866,"Impairment level: better eye: moderate impairment: lesser eye: near-total impairment"
432742,"Closed skull fracture without intracranial injury"
436393,"Focal choroiditis AND chorioretinitis of other posterior pole"
380324,"Herpes simplex otitis externa"
193256,"Alcoholic fatty liver"
194405,"Nephrotic syndrome with membranous glomerulonephritis"
374353,"Congenital stationary night blindness"
372569,"Malignant neoplasm of nasolacrimal duct"
435320,"Acute glomerulonephritis associated with another disorder"
374905,"Non-organic sleep disorder"
377868,"Corneal pannus"
439265,"S̩zary's disease of intrathoracic lymph nodes"
193238,"Acute appendicitis with peritoneal abscess"
139955,"Open wound of palate without complication"
196214,"Congenital disorder of gallbladder and biliary tract"
441709,"Subarachnoid hemorrhage following injury with open intracranial wound"
433207,"Nodular episcleritis"
438130,"Opioid abuse"
138965,Myelitis
378436,"Obliterative otosclerosis involving oval window"
440999,"Choroidal rupture"
436541,"Closed fracture of ulna"
133367,"Second degree burn of wrist"
436684,"Progressive bulbar palsy"
198643,"Deep third degree burn of finger, not thumb with loss of body part"
381839,"Tic disorder"
432884,"Amphetamine or psychostimulant dependence in remission"
196943,"Red blood cell sequestration in spleen"
256810,"Choanal atresia"
433891,"Open traumatic dislocation of foot"
437954,"Derangement of lateral meniscus"
372636,"Acute dacryoadenitis"
78831,"Disorder of ankle"
201211,"Herpetic vulvovaginitis"
79758,"Primary malignant neoplasm of scrotum"
373404,"Ophthalmic herpes simplex"
435805,"Cerebrospinal fluid rhinorrhea"
74763,"Open fracture of olecranon process of ulna"
4032488,"Old disruption of ligament of knee"
436837,"Closed fracture of neck of radius"
77156,"Superficial foreign body of toe without major open wound but with infection"
436010,"Heat edema"
196369,"Adrenogenital disorder"
77387,"Closed fracture of vertebral column with spinal cord injury"
74211,"Superficial injury of finger without infection"
439989,"Insulin adverse reaction"
434026,"Pars planitis"
73580,"Reduction deformity of lower limb"
197932,"Vulval intraepithelial neoplasia grade 1"
140947,"Cutaneous schistosomiasis"
434218,"Toxic effect of mercury AND/OR its compounds"
432661,"Inflammatory disease of mucous membrane"
436626,"Human ehrlichiosis due to Ehrlichia chaffeensis"
439080,Dyspareunia
440601,"Toxic effect of chlorine gas"
4299535,"Patient currently pregnant"
439893,"Maternal obesity syndrome"
438007,"Open dislocation of lumbar vertebra"
437841,"Somatoform autonomic dysfunction - respiratory tract"
40490828,"Open fracture of lateral condyle of humerus"
440516,"Congenital ureterovesical obstruction"
141084,"Pre-eclampsia or eclampsia with pre-existing hypertension"
139888,"Threatened premature labor - not delivered"
198695,"Overlapping malignant neoplasm of biliary tract"
201912,"Renal hypertension complicating pregnancy, childbirth and the puerperium - delivered with postnatal complication"
74470,"Congenital anomaly of upper limb"
321080,"Hypertension complicating pregnancy, childbirth and the puerperium"
321694,"Closed fracture of T7-T12 level with central cord syndrome"
434097,"Twin pregnancy with antenatal problem"
432967,"Anemia during pregnancy - baby not yet delivered"
72757,"Open wound of shoulder region with complication"
4167767,"Cardiac inotropic agent adverse reaction"
4180794,"Malignant retroperitoneal tumor"
198189,"Purulent peritonitis"
195513,"Carcinoma in situ of vagina"
443796,"Infectious peritonitis"
435798,"Nondependent opioid abuse, episodic"
374278,"Slow viral central nervous system infection"
434488,"Basal metabolic rate - finding"
436843,"Open wound of cochlea with complication"
441699,"Closed fracture proximal humerus, greater tuberosity"
444259,"Psychogenic amnesia"
442543,"Monoplegic cerebral palsy"
372880,"Diplegia of upper limbs"
141944,"Acute osteomyelitis of humerus"
4013755,"Open spinal fracture with complete thoracic cord lesion, T7-12"
432716,"Poliomyelitis osteopathy of the upper arm"
374647,"Limbal AND/OR corneal involvement in vernal conjunctivitis"
81141,"Closed fracture of ilium"
434166,"Closed fracture of vault of skull with intracranial hemorrhage"
439968,"Late effect of tendon injury"
375554,"Tympanosclerosis involving tympanic membrane AND ear ossicles"
376980,"Secondary lacrimal atrophy"
81247,"Carcinoma in situ of urinary system"
195901,"Osteomyelitis of pelvic region"
135491,"Primary malignant neoplasm of spinal cord"
437872,"Rupture in Descemet's membrane"
193428,"Burkitt's lymphoma of intrapelvic lymph nodes"
133613,"Closed traumatic dislocation of tarsometatarsal joint"
193708,"Infection by Dracunculus medinensis"
192440,Ureterocele
79804,"Steinert myotonic dystrophy syndrome"
440828,"Renal pelvis and ureter obstructive defects"
73336,"Closed traumatic dislocation ankle joint"
192239,"Post-herpetic polyneuropathy"
201346,"Edema of penis"
440549,"Dislocation of midcarpal joint"
442059,"Varicose veins of legs in pregnancy and the puerperium - delivered"
381576,"Extrinsic cartilagenous obstruction of eustachian tube"
438535,"Congenital abnormality of iris and ciliary body"
380405,"Lateral displacement of eye"
4113650,"Noninflammatory cervical disorder"
443202,"Bile duct injury without open wound into cavity"
438658,"Traumatic anuria"
435912,"Endocardial cushion defect"
373192,"Primary retinal cyst"
433096,"Adverse reaction to lipotropic drugs"
441979,"Open fracture of upper end of tibia"
441676,"Longitudinal deficiency of radius"
375355,"Corneal size and shape anomalies"
378742,"Blind hypotensive eye"
193120,"Adenoviral enteritis"
436818,"Open fracture of base of skull with intracranial injury"
436547,"Cortex contusion without open intracranial wound AND with no loss of consciousness"
440325,"Rubella without complication"
433484,"Local orbit deformity associated with bone disorder"
439920,"Disorder of zygomatic bone"
436245,"Atypical glandular cells on vaginal Papanicolaou smear"
434927,"Disseminated choroiditis AND chorioretinitis, posterior pole"
374362,Keratoconus
136774,"Pityriasis rubra pilaris"
26899,"Tuberculous laryngitis"
197656,"Medullary cystic disease of the kidney"
376694,"Stromal corneal pigmentation"
438691,"Overlapping malignant neoplasm of oropharynx"
40482030,"Dysplasia of prostate"
437458,"Toxic effect of freon"
375292,"Perforation of tympanic membrane"
440817,"Acquired varus deformity of wrist"
433044,"Open dislocation of metatarsophalangeal joint"
432962,"Leukoplakia of cervix"
80295,"Burn of toe"
77182,"Third degree burn of toe"
197328,"Abscess of intestine"
436581,"Accidental poisoning"
377287,"Phlyctenular keratoconjunctivitis"
443420,"Disorder of prostheses and implants"
40483536,"Failure of osseointegration of dental implant"
